price,model_year,model,condition,cylinders,fuel,odometer,transmission,type,paint_color,is_4wd,date_posted,days_listed,vehicle_age
5500,2007,ford f-150,excellent,8,gas,227000,automatic,pickup,unknown,0,2019-01-27,36,12
5800,2011,ford explorer,like new,6,gas,99413,automatic,SUV,white,1,2018-08-12,37,7
37900,2016,ford f-250 sd,good,8,diesel,102195,automatic,truck,unknown,1,2019-02-28,98,3
28599,2008,toyota highlander,excellent,6,gas,38250,automatic,SUV,unknown,1,2018-12-22,21,10
20995,2014,chevrolet silverado 1500,excellent,8,gas,90000,automatic,truck,white,1,2019-02-12,64,5
13995,2015,ford taurus,excellent,6,gas,103273,automatic,sedan,silver,1,2019-02-02,63,4
9985,2012,buick enclave,excellent,6,gas,121837,automatic,SUV,black,0,2019-02-08,41,7
16995,2014,jeep cherokee,excellent,6,gas,70764,automatic,SUV,orange,1,2018-08-14,38,4
14795,2014,buick enclave,excellent,6,gas,114856,automatic,SUV,white,1,2018-10-14,23,4
9995,2018,nissan versa,excellent,4,gas,35931,automatic,sedan,white,0,2018-05-31,43,0
9995,2012,toyota camry,excellent,4,gas,110000,automatic,sedan,silver,0,2019-03-06,126,7
6500,2010,ford f-150,excellent,8,gas,127168,automatic,truck,white,0,2018-10-20,87,8
24500,2011,ram 3500,excellent,6,gas,210850,automatic,truck,custom,1,2019-03-03,16,8
32900,2015,ram 3500,excellent,6,diesel,151500,automatic,truck,white,1,2018-09-05,14,3
18900,2012,ford f-250 sd,excellent,8,diesel,110000,automatic,truck,white,1,2019-01-22,32,7
12900,2011,chevrolet silverado 1500,excellent,8,gas,115163,automatic,truck,white,1,2019-03-18,52,8
5995,2013,chrysler 200,good,4,gas,99840,automatic,sedan,black,0,2018-10-11,10,5
10997,2017,ford focus,excellent,4,gas,33037,automatic,sedan,black,0,2018-08-06,63,1
10997,2008,chevrolet colorado,excellent,5,gas,44116,automatic,pickup,blue,1,2018-12-20,9,10
6300,2015,chrysler 200,good,4,gas,78285,automatic,sedan,black,0,2018-11-19,18,3
15990,2001,gmc sierra 1500,good,8,gas,61030,automatic,truck,black,1,2018-10-09,47,17
28990,2011,ford econoline,good,10,gas,17037,automatic,bus,white,0,2019-03-13,29,8
23990,2015,ford f-350 sd,good,8,gas,136940,automatic,truck,white,1,2019-03-02,23,4
19490,2013,chevrolet silverado 2500hd,good,8,gas,77755,automatic,truck,custom,1,2018-05-29,21,5
10885,2013,ford econoline,good,8,gas,84713,automatic,van,unknown,0,2018-09-08,8,5
19990,2006,gmc sierra 2500hd,good,8,gas,113648,automatic,truck,unknown,1,2019-02-03,45,13
14990,2012,jeep wrangler,good,6,gas,150356,automatic,SUV,silver,1,2018-08-08,40,6
20990,2011,ram 2500,good,6,gas,107469,automatic,truck,white,1,2018-09-30,30,7
19990,2012,ford f-250 sd,good,8,gas,81207,automatic,truck,custom,1,2018-09-20,64,6
14990,2011,ford econoline,good,8,gas,123025,automatic,truck,white,0,2019-04-02,29,8
13990,2006,ford f-350 sd,good,8,diesel,205944,automatic,truck,white,0,2019-02-03,59,13
18990,2000,ford f-350 sd,good,8,diesel,118774,automatic,truck,unknown,1,2018-09-20,48,18
10990,2008,ford f-350 sd,good,8,gas,140000,automatic,truck,white,0,2018-12-02,6,10
28990,2015,ford f-350 sd,good,8,diesel,53628,automatic,truck,white,1,2018-12-02,37,3
28990,2015,ford f-350 sd,good,8,diesel,54362,automatic,truck,white,1,2018-09-08,105,3
7990,2006,ford econoline,good,8,gas,105429,automatic,van,white,0,2019-04-09,37,13
16490,2012,ford f-250 sd,good,8,gas,68289,automatic,truck,white,0,2018-09-12,34,6
20990,2011,ford f-350 sd,good,8,gas,63887,automatic,truck,white,1,2018-11-13,9,7
19800,2014,chevrolet silverado 2500hd,good,8,diesel,150764,automatic,truck,grey,1,2018-06-01,59,4
6995,2015,ford fusion se,excellent,4,gas,152222,automatic,sedan,blue,0,2019-03-26,17,4
11500,2008,gmc sierra 1500,fair,8,gas,190000,automatic,truck,black,1,2018-06-08,53,10
11600,2003,chevrolet silverado,good,8,gas,127918,automatic,truck,red,1,2019-01-12,123,16
9995,2004,gmc sierra 1500,excellent,8,gas,65217,automatic,truck,green,1,2018-11-21,20,14
13995,2009,chevrolet silverado,excellent,8,gas,137450,automatic,pickup,grey,1,2018-08-18,57,9
6995,2013,nissan altima,good,4,gas,115222,automatic,sedan,unknown,0,2019-01-11,52,6
17995,2011,chevrolet silverado,excellent,8,gas,122500,automatic,truck,unknown,1,2018-11-17,36,7
21995,2014,chevrolet silverado 1500,excellent,8,gas,118100,automatic,truck,red,1,2018-08-11,26,4
7995,2010,toyota tacoma,good,4,gas,190444,manual,truck,white,1,2018-12-24,43,8
4500,2012,ford fusion se,excellent,6,gas,110000,automatic,sedan,brown,0,2019-02-19,43,7
51995,2018,ram 2500,excellent,6,diesel,3411,automatic,pickup,unknown,1,2018-07-10,37,0
17500,2014,chevrolet silverado,good,8,gas,145500,automatic,pickup,red,1,2018-11-30,40,4
3995,2008,subaru forester,good,4,gas,138000,automatic,wagon,blue,1,2018-05-23,52,10
29900,2014,ram 2500,good,6,diesel,94323,automatic,truck,blue,1,2019-01-11,1,5
3950,2012,nissan maxima,good,6,gas,141058,automatic,sedan,silver,0,2018-10-06,35,6
3600,2010,chrysler town & country,good,6,gas,127168,automatic,mini-van,silver,0,2019-04-05,57,9
7200,2017,hyundai elantra,excellent,4,gas,56332,automatic,sedan,blue,0,2018-10-28,81,1
4200,2014,chevrolet impala,good,6,gas,90919,automatic,sedan,grey,0,2018-10-17,45,4
11900,2014,toyota tacoma,good,4,gas,97000,automatic,pickup,black,1,2019-03-28,22,5
17885,2015,gmc sierra,excellent,8,gas,16926,automatic,truck,white,0,2018-09-16,41,3
17885,2013,ford econoline,excellent,8,gas,50958,automatic,wagon,white,0,2018-08-24,22,5
3500,1999,ford ranger,excellent,6,gas,96000,automatic,pickup,brown,1,2018-07-23,55,19
9900,2016,ford fusion se,like new,4,gas,53998,automatic,sedan,silver,0,2018-12-26,87,2
6500,2012,ford focus,excellent,4,gas,81662,automatic,sedan,grey,0,2018-09-22,7,6
25900,2011,ram 2500,excellent,8,gas,135000,automatic,pickup,white,1,2018-12-21,15,7
14900,2001,ram 2500,good,6,diesel,116042,automatic,truck,silver,1,2019-03-13,92,18
28610,2015,ford f-150,good,8,gas,93962,automatic,truck,white,1,2018-08-06,39,3
28500,2016,jeep wrangler,good,6,gas,40830,automatic,SUV,black,1,2019-01-01,89,3
42500,2015,cadillac escalade,good,8,gas,55847,automatic,SUV,black,1,2018-12-25,37,3
20485,2016,honda civic,good,4,gas,21520,automatic,sedan,blue,0,2018-05-31,47,2
7995,2011,dodge grand caravan,good,6,gas,105544,automatic,van,white,0,2018-12-04,53,7
27990,2018,honda odyssey,good,6,gas,50298,automatic,van,silver,0,2019-02-24,122,1
20485,2017,honda civic,good,4,gas,33650,other,hatchback,red,0,2018-09-14,39,1
6995,2010,toyota camry,good,4,gas,190409,automatic,sedan,silver,0,2018-05-27,18,8
45000,2008,chevrolet corvette,good,8,gas,20484,manual,coupe,unknown,0,2018-07-07,64,10
15495,2004,chevrolet corvette,excellent,8,gas,83318,automatic,convertible,silver,0,2018-06-22,16,14
5300,2009,chevrolet silverado,good,6,gas,142000,automatic,pickup,white,0,2018-06-29,33,9
7200,2004,chevrolet silverado 1500,excellent,6,gas,48675,automatic,pickup,white,0,2018-10-05,19,14
10495,2012,jeep liberty,excellent,6,gas,100356,automatic,wagon,unknown,1,2018-06-30,15,6
5995,2014,kia soul,excellent,4,gas,145732,automatic,wagon,black,0,2018-12-31,21,4
12000,2010,ford f-150,excellent,8,gas,110000,automatic,truck,red,1,2018-07-16,15,8
10990,2010,chevrolet suburban,good,8,gas,180025,automatic,SUV,black,1,2018-10-13,9,8
4995,2012,ram 1500,good,8,gas,48850,manual,truck,green,1,2018-12-20,23,6
5995,2002,toyota tundra,good,6,gas,164818,automatic,truck,unknown,1,2018-05-06,130,16
14990,2011,ford f-150,excellent,6,gas,143659,automatic,pickup,black,1,2018-09-03,10,7
16500,2012,ford f-250 sd,good,8,gas,110000,automatic,truck,grey,1,2018-08-12,9,6
25500,2013,ram 3500,good,6,diesel,175245,automatic,truck,blue,1,2018-12-26,31,5
4500,2000,gmc sierra 1500,good,8,gas,192000,automatic,truck,unknown,0,2018-05-23,35,18
12990,2013,ford explorer,excellent,6,gas,114673,automatic,SUV,black,1,2019-04-04,50,6
12495,2012,toyota highlander,excellent,6,gas,132000,automatic,SUV,silver,1,2018-12-24,26,6
11995,2010,honda cr-v,excellent,4,gas,90000,automatic,SUV,blue,1,2019-02-27,27,9
19900,2011,ram 2500,good,6,diesel,172857,automatic,truck,white,1,2018-12-15,66,7
4000,2010,toyota corolla,good,4,gas,75000,automatic,coupe,unknown,0,2019-03-16,11,9
13995,2015,ford taurus,excellent,6,gas,103273,automatic,sedan,silver,1,2018-09-24,3,3
3495,2010,nissan altima,good,4,gas,127168,automatic,sedan,red,0,2018-06-03,7,8
16997,2017,ford edge,excellent,4,gas,72757,automatic,SUV,black,1,2018-11-02,28,1
23500,2017,chevrolet silverado,like new,8,gas,13050,automatic,pickup,black,1,2019-02-23,10,2
2999,2005,jeep liberty,excellent,6,gas,119406,automatic,SUV,white,0,2018-12-21,60,13
1750,2002,honda civic,fair,4,gas,128101,manual,sedan,blue,0,2018-07-19,84,16
4500,2010,subaru forester,excellent,4,gas,98000,automatic,SUV,unknown,1,2019-01-13,18,9
18900,2011,cadillac escalade,excellent,8,gas,100540,automatic,SUV,custom,1,2018-10-06,22,7
23600,2018,chevrolet silverado,like new,8,gas,28171,automatic,pickup,black,1,2018-09-23,105,0
25900,2011,ford f-150,like new,8,gas,99483,automatic,truck,unknown,0,2018-08-16,36,7
20990,2016,ford f-250 sd,good,8,gas,97249,automatic,truck,unknown,1,2018-08-20,46,2
26900,2016,chevrolet colorado,excellent,6,gas,29676,automatic,truck,grey,1,2018-12-06,40,2
24900,2014,ram 1500,excellent,8,gas,55704,automatic,truck,black,1,2018-06-07,27,4
22500,2010,chevrolet silverado 2500hd,excellent,8,gas,102119,automatic,truck,silver,1,2018-05-29,40,8
19900,2014,chevrolet silverado 1500,excellent,8,gas,111402,automatic,truck,white,1,2019-03-20,60,5
8900,2012,gmc acadia,excellent,6,gas,146357,automatic,SUV,unknown,1,2018-10-31,13,6
14900,2014,ford edge,excellent,6,gas,90000,automatic,SUV,white,1,2019-03-14,16,5
22300,2016,chevrolet silverado,like new,8,gas,53998,automatic,pickup,red,1,2018-05-09,51,2
23200,2017,chevrolet silverado,excellent,8,gas,37268,automatic,pickup,blue,1,2019-02-28,116,2
25999,2018,chevrolet silverado,like new,8,gas,20674,automatic,pickup,black,1,2018-06-16,29,0
18000,2013,chevrolet silverado,excellent,8,diesel,99840,automatic,pickup,white,1,2018-10-14,44,5
26999,2018,chevrolet silverado,like new,8,gas,7701,automatic,pickup,grey,1,2018-10-06,37,0
10990,2011,ford f-350 sd,good,8,gas,194698,automatic,truck,unknown,0,2018-05-08,15,7
16950,2011,gmc sierra 1500,good,8,gas,36057,automatic,truck,red,1,2018-12-07,19,7
14700,2017,chevrolet impala,excellent,6,gas,52000,automatic,sedan,silver,0,2018-10-09,64,1
18990,2015,ford f-250 sd,good,8,gas,68911,automatic,truck,white,0,2018-05-30,78,3
4500,2012,chevrolet cruze,excellent,4,gas,75350,automatic,sedan,blue,0,2019-01-06,82,7
2500,2001,toyota tundra,good,8,gas,203000,automatic,pickup,unknown,1,2018-10-17,49,17
5995,2009,toyota corolla,excellent,4,gas,153000,automatic,sedan,black,0,2018-08-12,10,9
10888,2007,toyota tacoma,good,6,gas,142000,automatic,pickup,silver,0,2018-10-30,67,11
7495,2013,ford focus se,excellent,4,gas,103000,automatic,hatchback,silver,0,2018-10-09,78,5
13999,2017,toyota corolla,excellent,4,gas,31083,automatic,sedan,grey,0,2018-08-23,61,1
4488,2009,ford focus se,excellent,4,gas,155000,automatic,sedan,blue,0,2018-07-04,47,9
6995,2016,chevrolet cruze,good,4,gas,111716,automatic,sedan,silver,0,2018-10-04,70,2
6996,2010,toyota prius,excellent,4,hybrid,124000,automatic,hatchback,blue,0,2019-02-18,11,9
24999,2011,ford f350 super duty,excellent,8,diesel,129489,automatic,pickup,white,1,2018-07-05,55,7
2999,2005,ford taurus,excellent,6,gas,129306,automatic,sedan,blue,0,2018-09-15,27,13
9900,2012,gmc sierra 1500,good,8,gas,173000,automatic,truck,white,1,2019-03-29,64,7
20900,2011,gmc sierra 2500hd,good,8,gas,112635,automatic,truck,silver,1,2018-05-19,20,7
3995,2006,jeep grand cherokee laredo,good,6,gas,166122,automatic,SUV,silver,1,2018-05-02,25,12
6000,1965,ford f-250,good,6,gas,71000,manual,pickup,blue,1,2018-11-10,22,53
3800,2012,chevrolet cruze,good,4,gas,106000,manual,coupe,silver,0,2018-11-19,8,6
14500,2005,jeep wrangler,good,6,gas,79500,manual,offroad,silver,1,2018-08-08,49,13
5900,2001,chevrolet silverado,excellent,8,gas,220000,automatic,pickup,black,1,2018-07-15,36,17
12000,1999,ford f-250 super duty,good,8,diesel,199000,automatic,pickup,unknown,1,2019-01-08,15,20
12500,2012,jeep liberty,excellent,6,gas,92131,automatic,SUV,grey,1,2018-12-19,42,6
9995,2006,ram 1500,excellent,8,gas,101750,automatic,truck,black,1,2018-08-11,0,12
3500,2003,volkswagen jetta,excellent,4,gas,240000,automatic,sedan,grey,0,2018-08-25,9,15
9309,2013,ford fusion se,excellent,4,gas,99840,automatic,sedan,silver,0,2018-05-21,23,5
16900,1979,chevrolet corvette,excellent,8,gas,105000,automatic,coupe,red,0,2019-02-20,36,40
15900,2011,ford f-150,excellent,8,gas,151200,automatic,truck,black,1,2019-04-03,46,8
10500,2012,gmc acadia,excellent,6,gas,118000,automatic,SUV,white,1,2018-06-19,87,6
4250,2011,chevrolet silverado 1500,good,8,gas,123025,automatic,pickup,unknown,1,2019-01-04,43,8
5850,2008,acura tl,good,6,gas,165000,automatic,sedan,grey,0,2018-11-13,102,10
9990,2012,honda accord,like new,4,gas,92000,automatic,sedan,black,0,2018-06-30,60,6
9990,2013,subaru forester,like new,4,gas,84000,other,SUV,green,1,2018-05-04,74,5
12750,2014,jeep grand cherokee,excellent,6,gas,90000,automatic,SUV,blue,1,2019-01-12,58,5
18490,2015,chevrolet traverse,excellent,6,gas,100337,automatic,SUV,white,1,2018-11-16,67,3
13990,2018,hyundai elantra,like new,4,gas,32138,automatic,sedan,blue,0,2018-11-30,39,0
5495,1994,chevrolet silverado,excellent,8,gas,191387,manual,pickup,white,1,2019-01-05,19,25
7495,2007,ford mustang,excellent,6,gas,144139,automatic,hatchback,red,0,2018-10-18,10,11
5000,2004,ford f250 super duty,good,8,diesel,262000,automatic,truck,white,0,2019-02-21,33,15
19495,2012,jeep wrangler,good,6,gas,45183,manual,SUV,red,1,2018-10-21,27,6
18600,2012,ford mustang gt coupe 2d,good,8,gas,96562,other,coupe,red,0,2018-11-10,95,6
8800,2011,ram 1500,good,8,gas,161000,automatic,pickup,unknown,0,2018-12-26,43,7
3400,2011,chevrolet silverado 1500,good,8,gas,191000,automatic,truck,green,0,2018-09-20,17,7
21100,2017,chevrolet camaro lt coupe 2d,good,6,gas,24510,other,coupe,red,0,2018-10-12,30,1
23500,2013,ford f-150,like new,6,gas,110000,automatic,truck,black,1,2018-10-31,9,5
4200,2011,toyota camry,good,4,gas,231000,automatic,sedan,blue,0,2018-08-31,62,7
9995,2004,dodge dakota,good,8,gas,156640,automatic,pickup,grey,1,2018-11-04,15,14
7995,2010,chrysler 300,good,8,gas,113883,automatic,sedan,white,0,2018-07-10,32,8
27998,2018,chevrolet camaro,like new,8,gas,20674,automatic,coupe,grey,0,2019-03-26,59,1
2500,2006,ram 1500,good,6,gas,195000,manual,truck,silver,0,2019-01-15,78,13
11495,2008,chevrolet silverado,good,8,gas,147463,automatic,truck,white,1,2018-11-18,12,10
24200,2018,chevrolet camaro lt coupe 2d,good,6,gas,11438,other,coupe,grey,0,2018-11-19,15,0
9500,2000,ford f-250,good,8,diesel,342000,automatic,truck,white,1,2018-08-31,21,18
6500,2014,chrysler town & country,good,6,gas,185000,automatic,mini-van,unknown,0,2018-08-16,42,4
3495,2003,toyota camry,good,4,gas,212000,automatic,sedan,unknown,0,2018-07-01,22,15
3495,2004,hyundai sonata,good,4,gas,156640,automatic,sedan,black,0,2018-11-05,19,14
2995,2004,jeep grand cherokee,good,8,gas,279000,automatic,SUV,grey,0,2018-10-21,35,14
1995,2001,toyota sienna,fair,6,gas,179183,automatic,mini-van,purple,0,2019-03-17,70,18
4400,2013,kia soul,like new,4,gas,219000,automatic,hatchback,red,0,2019-02-07,6,6
10000,1976,chevrolet corvette,good,8,gas,31519,automatic,coupe,white,0,2018-09-24,17,42
11800,2014,ford f-150,excellent,8,gas,171000,automatic,truck,unknown,1,2018-08-09,17,4
23995,2018,toyota rav4,like new,4,gas,20674,automatic,SUV,red,1,2018-11-17,55,0
6900,1999,ford f-150,good,8,gas,117000,automatic,pickup,silver,1,2018-06-26,65,19
5695,2002,chevrolet trailblazer,excellent,6,gas,160000,automatic,SUV,blue,1,2019-04-17,10,17
6800,2006,chevrolet trailblazer,excellent,6,gas,104876,automatic,SUV,unknown,1,2019-02-04,73,13
7995,2011,honda cr-v,excellent,4,gas,158196,automatic,SUV,blue,1,2019-03-17,22,8
13500,2012,chevrolet silverado 1500,good,8,gas,110000,automatic,pickup,unknown,1,2018-12-24,4,6
7995,2013,ford fusion,good,4,gas,123313,automatic,sedan,red,0,2019-04-03,15,6
4700,2004,toyota highlander,good,6,gas,156640,automatic,SUV,blue,1,2018-09-14,33,14
6750,2010,ford escape,excellent,4,gas,97000,automatic,SUV,white,1,2018-06-13,31,8
7250,2010,ford escape,excellent,4,gas,80000,automatic,SUV,white,1,2018-12-25,52,8
22490,2019,subaru impreza,excellent,4,gas,20717,automatic,wagon,black,1,2019-03-13,45,0
31990,2018,jeep wrangler unlimited,excellent,6,gas,28776,automatic,SUV,blue,1,2018-08-14,5,0
25790,2013,toyota tundra,excellent,8,gas,99840,automatic,pickup,unknown,1,2019-02-14,33,6
19995,2011,chevrolet tahoe,excellent,8,gas,97932,automatic,SUV,white,1,2018-08-26,34,7
13396,2012,acura tl,excellent,6,gas,80169,automatic,sedan,silver,0,2018-09-20,39,6
20490,2017,ford escape,like new,4,gas,44724,automatic,SUV,white,1,2018-08-12,15,1
12900,2009,toyota rav4,like new,4,gas,92467,automatic,SUV,unknown,0,2018-09-16,46,9
8000,2004,chevrolet silverado 1500,good,8,gas,156640,automatic,pickup,black,1,2018-05-28,48,14
5950,2004,jeep liberty,good,6,gas,140066,automatic,SUV,custom,1,2018-09-01,156,14
3950,2001,chevrolet suburban,good,8,gas,245211,automatic,SUV,custom,1,2018-11-16,39,17
9000,1994,chevrolet corvette,excellent,8,gas,85000,automatic,convertible,green,0,2018-07-21,29,24
5000,2004,cadillac escalade,excellent,8,gas,156640,automatic,pickup,white,1,2018-10-15,18,14
9900,2016,nissan frontier,like new,4,gas,133020,automatic,truck,unknown,0,2019-04-01,28,3
6950,2010,honda cr-v,good,4,gas,193697,automatic,SUV,silver,1,2018-06-19,50,8
8950,2005,chevrolet silverado 1500,good,8,gas,175788,automatic,truck,custom,1,2019-02-09,0,14
5950,2007,honda accord,good,6,gas,168210,automatic,sedan,unknown,0,2018-12-28,3,11
6750,2010,ford escape,excellent,4,gas,97000,automatic,SUV,white,1,2019-04-08,53,9
1600,2004,jeep grand cherokee,good,6,gas,156640,automatic,SUV,unknown,0,2018-05-24,4,14
2500,2007,chevrolet silverado 1500,good,6,gas,142000,automatic,truck,white,0,2018-08-29,43,11
2950,2001,honda accord,excellent,4,gas,232000,automatic,sedan,silver,0,2018-12-10,149,17
10850,2008,toyota highlander,good,6,gas,173334,automatic,SUV,white,1,2018-12-25,3,10
9950,2010,ford edge,good,6,gas,127168,automatic,SUV,white,1,2019-02-27,43,9
10200,2009,gmc sierra 1500,excellent,8,gas,162000,automatic,pickup,unknown,1,2018-12-28,36,9
7500,2009,cadillac escalade,good,6,gas,205304,manual,SUV,black,0,2018-10-26,41,9
30000,2015,cadillac escalade,excellent,8,gas,130000,automatic,SUV,unknown,1,2018-09-05,47,3
20000,2010,gmc sierra 2500hd,excellent,8,diesel,127168,automatic,truck,grey,1,2018-08-08,34,8
8600,2001,gmc sierra 2500hd,good,8,diesel,264000,automatic,pickup,red,1,2019-03-24,33,18
5758,2010,ford fusion se,good,4,gas,164797,automatic,sedan,black,0,2018-09-26,7,8
20900,2012,chevrolet silverado 2500hd,good,8,diesel,187375,automatic,truck,black,1,2018-11-01,7,6
26900,2014,ford f-250 sd,good,8,diesel,146920,automatic,truck,white,1,2019-02-04,27,5
9900,2009,jeep grand cherokee,good,6,gas,131565,automatic,SUV,grey,1,2019-01-02,41,10
23500,2012,ford f-250 sd,good,8,gas,104850,automatic,truck,black,1,2018-10-03,86,6
17000,2006,jeep grand cherokee laredo,excellent,6,gas,96000,automatic,SUV,black,0,2018-12-29,58,12
25500,2017,chevrolet silverado 1500,like new,8,gas,6000,automatic,truck,red,1,2019-03-25,103,2
6500,2012,ford fusion se,excellent,4,gas,104000,automatic,sedan,red,0,2019-03-16,56,7
17500,2013,gmc sierra 1500,good,8,gas,99840,automatic,offroad,blue,1,2019-03-05,98,6
5995,2003,chevrolet silverado,good,8,gas,181000,automatic,pickup,brown,1,2018-11-20,87,15
23250,2017,chevrolet silverado 1500,good,8,gas,41000,automatic,pickup,black,1,2019-04-15,47,2
1700,2000,ford ranger,good,6,gas,168000,automatic,truck,unknown,0,2018-09-12,57,18
7000,2012,ram 1500,good,8,gas,173000,automatic,truck,silver,1,2019-04-14,10,7
12500,2011,chevrolet silverado 1500,excellent,8,gas,123025,automatic,truck,white,0,2019-02-07,14,8
17900,2015,chevrolet silverado 1500,excellent,8,gas,78285,automatic,truck,silver,0,2018-09-27,38,3
8900,2009,toyota highlander,excellent,4,gas,109701,automatic,SUV,black,0,2018-09-08,133,9
34900,2013,mercedes-benz benze sprinter 2500,excellent,6,diesel,99840,automatic,van,black,0,2018-10-28,70,5
14995,2002,chevrolet corvette,new,8,gas,69500,automatic,coupe,white,0,2018-05-25,16,16
9900,2016,nissan frontier,like new,4,gas,133020,automatic,truck,white,0,2018-12-15,82,2
3000,2001,subaru outback,good,6,gas,222619,automatic,wagon,green,1,2019-01-13,98,18
4000,2003,subaru forester,good,4,gas,204000,automatic,wagon,silver,1,2018-06-15,44,15
6500,2009,subaru forester,good,4,gas,138000,automatic,wagon,red,1,2018-06-21,12,9
4700,2003,subaru outback,excellent,4,gas,170000,manual,hatchback,grey,1,2019-04-06,34,16
5985,2006,subaru forester,good,4,gas,128270,automatic,SUV,blue,1,2018-10-08,43,12
9985,2012,buick enclave,excellent,6,gas,121837,automatic,SUV,black,0,2018-10-22,34,6
10495,2012,toyota camry,excellent,4,gas,110000,automatic,sedan,silver,0,2018-08-28,39,6
9995,2018,nissan versa,excellent,4,gas,35931,automatic,sedan,white,0,2018-11-05,36,0
6495,2008,honda cr-v,excellent,4,gas,150726,automatic,SUV,black,1,2018-11-17,56,10
18000,2008,jeep wrangler unlimited,good,6,gas,190126,automatic,offroad,black,1,2018-06-23,14,10
24995,2016,chevrolet silverado 1500,excellent,8,gas,90886,automatic,truck,white,1,2019-01-05,1,3
6995,2008,toyota 4runner,like new,6,gas,211814,automatic,SUV,red,0,2018-08-31,22,10
13988,2006,ford f-250 sd,good,8,diesel,150920,automatic,truck,blue,1,2019-01-25,53,13
10995,2010,gmc acadia,like new,6,gas,145561,automatic,SUV,white,0,2018-11-01,33,8
19495,2013,ford f-150,excellent,6,gas,88557,automatic,truck,black,1,2018-09-23,42,5
5995,2008,buick enclave,excellent,6,gas,137962,automatic,SUV,red,0,2019-02-07,32,11
30000,2015,ram 3500,excellent,6,diesel,220000,automatic,truck,white,1,2019-01-26,63,4
14000,2006,chevrolet silverado 2500hd,good,8,diesel,246000,automatic,truck,grey,1,2019-02-14,58,13
1300,2002,volkswagen jetta,good,4,gas,210000,automatic,sedan,blue,0,2018-08-04,12,16
28900,2015,ford f-150,good,6,gas,117397,automatic,truck,white,1,2018-11-02,46,3
14900,2011,ford f-150,good,8,gas,113412,automatic,truck,white,0,2018-05-24,40,7
3800,2006,chevrolet tahoe,good,8,gas,188000,automatic,SUV,silver,1,2019-03-23,47,13
2000,2002,chevrolet silverado 2500hd,fair,8,gas,160000,automatic,pickup,grey,1,2019-02-05,43,17
29900,2016,ford f-250 sd,good,8,gas,122466,automatic,truck,grey,1,2018-08-19,28,2
27500,2018,subaru forester,like new,4,gas,20674,automatic,hatchback,white,1,2018-10-27,75,0
20995,2016,ford f-250 sd,excellent,8,gas,53998,automatic,truck,unknown,1,2019-01-16,43,3
64995,2018,chevrolet corvette,excellent,8,gas,1750,automatic,coupe,grey,0,2018-08-10,72,0
24995,2011,chevrolet silverado 2500hd,excellent,8,gas,112753,automatic,truck,unknown,1,2018-08-15,53,7
23995,2015,ford f-250 sd,excellent,8,diesel,178687,automatic,truck,white,1,2018-08-25,37,3
19500,2014,ford f-150,excellent,8,gas,90000,automatic,truck,black,1,2018-12-14,70,4
16995,2013,ram 1500,excellent,6,gas,96216,automatic,truck,blue,1,2019-03-25,20,6
7200,2009,hyundai santa fe,like new,4,gas,109,automatic,SUV,blue,1,2018-09-05,14,9
6250,2004,toyota tundra,good,8,gas,236000,automatic,truck,green,1,2018-06-05,44,14
21999,2014,toyota 4runner,excellent,6,gas,69153,automatic,SUV,blue,1,2018-10-22,8,4
29999,2018,ford f-150,excellent,8,gas,47115,automatic,truck,black,1,2018-07-04,28,0
17999,2009,honda civic,excellent,4,gas,34386,automatic,sedan,blue,1,2019-01-15,42,10
20999,2015,ram 1500,like new,8,gas,86000,other,truck,silver,1,2019-03-19,26,4
995,2015,chevrolet equinox,like new,4,gas,144508,automatic,SUV,brown,0,2018-05-01,150,3
17995,2013,gmc sierra 1500,excellent,8,gas,87225,automatic,truck,silver,1,2019-03-11,33,6
11900,2011,chevrolet silverado 1500,excellent,8,gas,158000,automatic,pickup,black,1,2018-06-07,122,7
7995,2015,ford focus se,excellent,4,gas,103000,automatic,sedan,silver,0,2018-12-27,18,3
13000,2010,toyota tacoma,excellent,6,gas,150000,automatic,pickup,silver,1,2018-12-13,8,8
1000,2003,chevrolet suburban,good,6,gas,304000,automatic,SUV,blue,1,2018-09-17,27,15
1000,2007,ford focus,fair,4,gas,142000,automatic,sedan,unknown,0,2018-08-04,22,11
28823,2017,gmc sierra 1500,like new,8,gas,41000,automatic,truck,black,1,2019-02-16,55,2
4500,2011,subaru forester,good,4,gas,135000,automatic,SUV,blue,1,2019-01-26,49,8
4950,2011,chevrolet malibu,excellent,4,gas,102961,automatic,sedan,brown,0,2018-11-03,28,7
44999,2018,ram 2500,like new,8,gas,20674,automatic,truck,white,1,2018-12-24,7,0
7399,2016,volkswagen jetta,like new,4,gas,123900,manual,sedan,unknown,0,2019-02-11,18,3
10995,2016,volkswagen jetta,excellent,4,gas,52196,automatic,sedan,red,0,2018-10-08,55,2
3500,1984,chevrolet corvette,excellent,8,gas,120000,automatic,coupe,blue,0,2018-11-03,49,34
16000,2013,ford mustang,excellent,6,gas,57000,automatic,convertible,black,0,2018-08-31,36,5
16900,2011,ram 1500,good,8,gas,65502,automatic,truck,white,1,2018-12-24,16,7
15900,2018,dodge grand caravan,good,6,gas,51051,automatic,van,grey,0,2018-06-26,35,0
16000,2010,toyota tacoma,good,6,gas,88000,automatic,truck,black,1,2018-11-27,50,8
14995,2007,ram 2500,good,6,diesel,348113,automatic,truck,grey,1,2018-07-08,9,11
